CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday
558387,Female,Manuela Eichelberger,Kaufbeuren,BY,Freistaat Bayern,87587,Germany,Europe,1983-09-08
558445,Female,Karolin Hahn,Freiburg Stadt,BW,Baden-Württemberg,79102,Germany,Europe,1954-04-29
558614,Female,Barbara Lehmann,Lichtenstein,SN,Freistaat Sachsen,9347,Germany,Europe,1977-07-29
558643,Male,Torsten Sanger,Schwall,RP,Rheinland-Pfalz,56281,Germany,Europe,1963-07-17
558886,Male,Luca Schwartz,Herbstein,HE,Hessen,36358,Germany,Europe,1996-02-25
558961,Male,Uwe Baum,Lottstetten,BW,Baden-Württemberg,79807,Germany,Europe,1991-05-15
559219,Female,Christina Ebersbacher,Bergisch Gladbach Bensberg,NW,Nordrhein-Westfalen,51429,Germany,Europe,1961-09-27
559221,Female,Anne Schmitz,Ochsenfurt,BY,Freistaat Bayern,97195,Germany,Europe,1998-02-03
559303,Male,Dennis Rothstein,Königstein im Taunus,HE,Hessen,61462,Germany,Europe,1985-10-07
559320,Male,Ulrich Maur,Niedernberg,BY,Freistaat Bayern,63842,Germany,Europe,1968-06-26
559585,Female,Stefanie Seiler,Oberotterbach,RP,Rheinland-Pfalz,76889,Germany,Europe,1992-10-24
559770,Male,Andreas Keller,Bremen Burg-Grambke,HB,Freie Hansestadt Bremen,28719,Germany,Europe,1998-03-23
559822,Female,Anna Kaiser,Heckenbach,RP,Rheinland-Pfalz,53506,Germany,Europe,1962-03-06
559829,Female,Susanne Gottlieb,Schleusingen,TH,Freistaat Thüringen,98548,Germany,Europe,1953-07-08
560505,Male,Jan Barth,Steinbach am Glan,RP,Rheinland-Pfalz,66909,Germany,Europe,1936-12-07
560662,Female,Sara Vogler,Kiel,SH,Schleswig-Holstein,24039,Germany,Europe,1986-12-08
560714,Male,Stephan Reiniger,Pohl,RP,Rheinland-Pfalz,56357,Germany,Europe,1974-07-19
560943,Female,Daniela Koch,Saarbrücken Sankt Johann,SL,Saarland,66121,Germany,Europe,1971-03-25
561001,Female,Christin Eisenberg,Hamburg Tonndorf,HH,Hamburg,22149,Germany,Europe,1953-01-25
561223,Female,Jessica Lang,Wurzen,SN,Freistaat Sachsen,4802,Germany,Europe,1982-07-26
561584,Male,Dieter Gloeckner,Remchingen,BW,Baden-Württemberg,75196,Germany,Europe,1995-11-29
561796,Female,Anne Hirsch,Isterberg,NI,Niedersachsen,48465,Germany,Europe,2001-01-02
561994,Male,Felix Reinhardt,Bannewitz,SN,Freistaat Sachsen,1726,Germany,Europe,1971-05-04
562005,Female,Sophie Kalb,Halsenbach,RP,Rheinland-Pfalz,56283,Germany,Europe,1992-12-22
562011,Female,Sophia Kirsch,Affing,BY,Freistaat Bayern,86444,Germany,Europe,1965-09-10
562019,Female,Monika Loewe,Egestorf,NI,Niedersachsen,21272,Germany,Europe,1994-04-18
562080,Female,Sabrina Schreiner,Maulbronn,BW,Baden-Württemberg,75433,Germany,Europe,1992-07-26
562147,Female,Kristin Bach,List,SH,Schleswig-Holstein,25990,Germany,Europe,1946-09-19
562181,Male,Uwe Baum,Schwandorf,BY,Freistaat Bayern,92401,Germany,Europe,1937-01-04
562377,Female,Uta Baier,Mammelzen,RP,Rheinland-Pfalz,57636,Germany,Europe,1993-10-03
562418,Female,Petra Baader,Pleitersheim,RP,Rheinland-Pfalz,55576,Germany,Europe,1967-08-12
563205,Male,Ralph Frei,Baden-Baden,BW,Baden-Württemberg,76534,Germany,Europe,1946-09-23
563344,Female,Maria Baum,Burbach,NW,Nordrhein-Westfalen,57299,Germany,Europe,1994-03-31
563426,Male,Andreas Eberhardt,Pentling,BY,Freistaat Bayern,93080,Germany,Europe,1986-03-28
563427,Male,Tobias Faust,Heidenau,NI,Niedersachsen,21258,Germany,Europe,1943-11-01
563682,Male,Erik Ackermann,Stubenberg,BY,Freistaat Bayern,94166,Germany,Europe,1985-03-10
563710,Female,Anke Wolf,Goldschau,ST,Sachsen-Anhalt,6721,Germany,Europe,1961-03-13
564024,Female,Ulrike Barth,Nübel,SH,Schleswig-Holstein,24881,Germany,Europe,1962-02-01
564266,Female,Petra Fiedler,Angersdorf,ST,Sachsen-Anhalt,6179,Germany,Europe,1967-05-06
564321,Female,Katharina Gerber,Rottenburg,BY,Freistaat Bayern,84053,Germany,Europe,1961-12-14
564341,Female,Sabrina Seiler,Vellmar,HE,Hessen,34246,Germany,Europe,1999-01-08
564676,Female,Juliane Propst,Altenmarkt,BY,Freistaat Bayern,83350,Germany,Europe,1938-05-31
564709,Female,Gabriele Moench,Landau,BY,Freistaat Bayern,94405,Germany,Europe,1973-08-23
564970,Male,Eric Fuchs,Boostedt,SH,Schleswig-Holstein,24596,Germany,Europe,1935-07-24
565075,Female,Jennifer Herman,Bülkau,NI,Niedersachsen,21782,Germany,Europe,1969-09-22
565306,Female,Jana Kuster,Rostock,MV,Mecklenburg-Vorpommern,18010,Germany,Europe,1959-01-20
565369,Male,Markus Fuhrmann,Nomborn,RP,Rheinland-Pfalz,56412,Germany,Europe,1945-04-28
565489,Female,Andrea Huber,Wriedel,NI,Niedersachsen,29565,Germany,Europe,1943-01-27
565589,Female,Andrea Luft,Rees,NW,Nordrhein-Westfalen,46459,Germany,Europe,1956-02-04
565683,Male,Andreas Kuster,Betzigau,BY,Freistaat Bayern,87488,Germany,Europe,1951-12-25
565690,Male,Mathias Wagner,Berlin Mariendorf,BE,Berlin,12105,Germany,Europe,1977-06-08
565707,Male,David Maurer,Roden,BY,Freistaat Bayern,97849,Germany,Europe,1976-10-01
565772,Female,Birgit Meister,Niederstedem,RP,Rheinland-Pfalz,54634,Germany,Europe,1943-05-21
565776,Female,Jessika Baum,Nürnberg,BY,Freistaat Bayern,90427,Germany,Europe,1982-03-27
565827,Male,Frank Jaeger,Altenkunstadt,BY,Freistaat Bayern,96262,Germany,Europe,1974-07-05
566172,Female,Silke Weiß,Diethardt,RP,Rheinland-Pfalz,56355,Germany,Europe,1974-01-26
566198,Male,Tom Eberhart,Straubing,BY,Freistaat Bayern,94315,Germany,Europe,1980-05-06
566319,Female,Ursula Ostermann,Viersen Helenabrunn,NW,Nordrhein-Westfalen,41748,Germany,Europe,1990-07-27
566465,Female,Tanja Möller,Wuppertal Elberfeld,NW,Nordrhein-Westfalen,42115,Germany,Europe,1977-02-17
566538,Male,Daniel Kirsch,Enger,NW,Nordrhein-Westfalen,32130,Germany,Europe,1944-05-02
566552,Female,Jessica Freytag,Saarlouis,TH,Freistaat Thüringen,66740,Germany,Europe,1959-01-12
566856,Female,Daniela Bumgarner,Großenhain,SN,Freistaat Sachsen,1558,Germany,Europe,2001-11-22
567032,Male,Jens Jaeger,Bebensee,SH,Schleswig-Holstein,23816,Germany,Europe,1949-03-24
567059,Male,Tobias Pfeifer,Vahlberg,NI,Niedersachsen,38170,Germany,Europe,1985-07-14
567076,Male,Kevin Frankfurter,Taching,BY,Freistaat Bayern,83373,Germany,Europe,1985-09-30
567108,Female,Franziska Lowe,Hamburg Lohbrügge,HH,Hamburg,21033,Germany,Europe,1940-09-24
567243,Male,Ralf Drechsler,Elmenhorst,MV,Mecklenburg-Vorpommern,18107,Germany,Europe,1997-10-10
567521,Male,Marko Fruehauf,Lorch,HE,Hessen,65391,Germany,Europe,1967-02-10
567740,Female,Michelle Feierabend,Ottersberg,NI,Niedersachsen,28870,Germany,Europe,1948-03-01
567932,Male,Marcel Dresner,Aschenhausen,TH,Freistaat Thüringen,98634,Germany,Europe,2000-11-04
567953,Female,Jessika Freytag,Flarchheim,TH,Freistaat Thüringen,99986,Germany,Europe,1972-02-03
568043,Female,Kathrin Burger,Oberpframmern,BY,Freistaat Bayern,85667,Germany,Europe,1981-03-21
568157,Female,Daniela Adler,München,BY,Freistaat Bayern,81825,Germany,Europe,1953-12-18
568160,Female,Angelika Meister,Trier Weismark-Feyen,RP,Rheinland-Pfalz,54295,Germany,Europe,1945-08-06
568333,Male,Jürgen Amsel,Immenhausen,HE,Hessen,34376,Germany,Europe,1945-09-21
568908,Male,Marco Fisher,Großenhain,SN,Freistaat Sachsen,1552,Germany,Europe,1949-08-13
568959,Male,Tom Schroder,Bellenberg,BY,Freistaat Bayern,89285,Germany,Europe,1949-12-20
569079,Male,Dennis Busch,Jena,TH,Freistaat Thüringen,7708,Germany,Europe,1936-04-28
569215,Male,Patrick Freitag,Bad Kissingen,BY,Freistaat Bayern,97668,Germany,Europe,1992-11-30
569256,Male,Eric Reinhardt,Altshausen,BW,Baden-Württemberg,88361,Germany,Europe,1955-08-24
569283,Female,Christina Krüger,Straubenhardt,BW,Baden-Württemberg,75334,Germany,Europe,1954-02-01
569695,Female,Johanna Herzog,Offenbach am Main,HE,Hessen,63069,Germany,Europe,2000-03-05
569853,Male,Robert Wulf,Seedorf,NI,Niedersachsen,27404,Germany,Europe,1961-01-14
569989,Male,Mario Friedman,Oerlenbach,BY,Freistaat Bayern,97712,Germany,Europe,1940-07-30
570046,Male,Michael Lange,Berlin Schmargendorf,BE,Berlin,14199,Germany,Europe,1977-02-24
570146,Male,Ulrich Barth,Oberammergau,BY,Freistaat Bayern,82482,Germany,Europe,1935-11-14
570247,Male,Marko Fischer,Düsseldorf Hassels,NW,Nordrhein-Westfalen,40597,Germany,Europe,1962-09-24
570365,Male,Benjamin Abend,Plech,BY,Freistaat Bayern,91287,Germany,Europe,1984-02-09
570476,Male,Jürgen Hofmann,Stuttgart Rohr,BW,Baden-Württemberg,70565,Germany,Europe,1936-04-22
570530,Male,Jan Kaufmann,Trassem,RP,Rheinland-Pfalz,54441,Germany,Europe,1972-10-02
570550,Female,Daniela Scherer,Bad Neustadt,BY,Freistaat Bayern,97604,Germany,Europe,1954-05-18
570655,Male,Steffen Richter,Freiberg,SN,Freistaat Sachsen,9581,Germany,Europe,1966-03-06
570710,Male,Dominik Diederich,Rudolstadt,TH,Freistaat Thüringen,7395,Germany,Europe,1944-04-16
570741,Male,Christian Köhler,Chemnitz,SN,Freistaat Sachsen,9033,Germany,Europe,1963-02-25
570797,Male,Tobias Meister,Flöthe,NI,Niedersachsen,38312,Germany,Europe,1958-06-06
570994,Female,Jana Schmitz,Niederviehbach,BY,Freistaat Bayern,84183,Germany,Europe,1966-08-10
571117,Female,Kerstin Freeh,Karstädt,BB,Brandenburg,19355,Germany,Europe,1945-08-05
571187,Female,Stephanie Schulze,Polle,NI,Niedersachsen,37647,Germany,Europe,1949-10-16
571339,Male,Sven Hueber,Bremen Schwachhausen,HB,Freie Hansestadt Bremen,28209,Germany,Europe,1972-09-13
571454,Male,Leon Egger,Pinzberg,BY,Freistaat Bayern,91361,Germany,Europe,1960-09-08
571533,Male,Uwe Wechsler,Demmin,MV,Mecklenburg-Vorpommern,17101,Germany,Europe,1972-10-10
571622,Male,Sven Schulze,Birkenwerder,BB,Brandenburg,16547,Germany,Europe,1986-02-08
571853,Female,Sophie Papst,Gröbenzell,BY,Freistaat Bayern,82183,Germany,Europe,2001-08-23
572163,Female,Sarah Roth,Brunsbüttel,SH,Schleswig-Holstein,25538,Germany,Europe,1948-11-02
572339,Male,Michael Schiffer,Albersdorf,TH,Freistaat Thüringen,7980,Germany,Europe,1994-08-09
572803,Female,Maria Dresner,Baienfurt,BW,Baden-Württemberg,88255,Germany,Europe,1982-09-24
572998,Male,Jörg Hueber,Bönningstedt,SH,Schleswig-Holstein,25471,Germany,Europe,1996-08-17
573465,Male,Peter Bieber,Düsseldorf Mörsenbroich,NW,Nordrhein-Westfalen,40470,Germany,Europe,1964-02-24
573622,Male,Matthias Waechter,Hamburg Osdorf,HH,Hamburg,22609,Germany,Europe,1983-10-15
573961,Male,Marcel Bumgarner,Leiblfing,BY,Freistaat Bayern,94337,Germany,Europe,1992-10-30
573969,Male,Andreas Luft,Hamburg Curslack,HH,Hamburg,21039,Germany,Europe,1939-05-08
573990,Female,Marie Eiffel,Mellrichstadt,BY,Freistaat Bayern,97635,Germany,Europe,1977-06-10
574056,Female,Melanie Lehmann,Stegaurach,BY,Freistaat Bayern,96133,Germany,Europe,1959-12-08
574104,Male,Alexander Bader,Bad Sülze,MV,Mecklenburg-Vorpommern,18329,Germany,Europe,1956-05-27
574109,Female,Sarah Lemann,Paderborn Kernstadt,NW,Nordrhein-Westfalen,33100,Germany,Europe,1961-04-05
574327,Male,Jens Himmel,Rüdersdorf,BB,Brandenburg,15558,Germany,Europe,1963-03-16
574408,Male,Jan Herzog,Essen,NW,Nordrhein-Westfalen,45130,Germany,Europe,1974-09-13
574445,Female,Karin Thalberg,Worpswede,NI,Niedersachsen,27726,Germany,Europe,1941-09-25
574566,Male,Paul Hertz,Darmstadt,HE,Hessen,64293,Germany,Europe,1976-06-24
574579,Female,Uta Eberhart,Dortmund,NW,Nordrhein-Westfalen,44265,Germany,Europe,1974-07-21
574759,Male,Maximilian Schaefer,Nürnberg,BY,Freistaat Bayern,90339,Germany,Europe,1976-05-29
574956,Male,Paul Keller,Hamburg Poppenbüttel,HH,Hamburg,22399,Germany,Europe,1944-04-05
574975,Female,Monika Fried,Naunhof,SN,Freistaat Sachsen,4681,Germany,Europe,1968-11-11
575184,Female,Susanne Muench,Dickel,NI,Niedersachsen,49453,Germany,Europe,1936-10-28
575230,Female,Sabine Gersten,Rauenberg,BW,Baden-Württemberg,69231,Germany,Europe,1976-06-25
575362,Male,Jens Cole,Penzberg,BY,Freistaat Bayern,82372,Germany,Europe,1953-11-19
575507,Female,Vanessa Ebersbacher,Bremen Kattenesch,HB,Freie Hansestadt Bremen,28277,Germany,Europe,1968-01-28
575551,Male,Jürgen Krueger,Heßheim,RP,Rheinland-Pfalz,67258,Germany,Europe,1936-11-12
575847,Male,Jan Ackermann,München,BY,Freistaat Bayern,80742,Germany,Europe,1980-04-18
576528,Male,Lucas Huber,Gangkofen,BY,Freistaat Bayern,84140,Germany,Europe,1962-12-10
576875,Female,Juliane Hahn,Bayreuth,BY,Freistaat Bayern,95425,Germany,Europe,1968-01-02
576913,Male,Klaus Herzog,Guderhandviertel,NI,Niedersachsen,21720,Germany,Europe,1982-04-25
577141,Male,Dominik Hoffmann,Ronneburg,HE,Hessen,63549,Germany,Europe,1961-10-07
577143,Female,Tanja Meier,Schönau,BW,Baden-Württemberg,69250,Germany,Europe,1957-09-06
577183,Male,Wolfgang Abt,Rabenau,SN,Freistaat Sachsen,1732,Germany,Europe,1962-07-04
577201,Female,Antje Köhler,Würzburg,BY,Freistaat Bayern,97034,Germany,Europe,1993-04-10
577280,Male,Maximilian Gerste,Arnstein,BY,Freistaat Bayern,97448,Germany,Europe,1956-01-08
577303,Female,Sandra Sommer,Börslingen,BW,Baden-Württemberg,89177,Germany,Europe,1973-07-06
577367,Female,Brigitte Gottlieb,Garching,BY,Freistaat Bayern,84514,Germany,Europe,1999-10-15
577418,Male,Bernd Freitag,Lößnitz,SN,Freistaat Sachsen,8291,Germany,Europe,1988-02-21
578075,Female,Julia Winkel,Schirnding,BY,Freistaat Bayern,95706,Germany,Europe,1947-05-01
578407,Female,Nadine Schiffer,Viersen Hoser,NW,Nordrhein-Westfalen,41747,Germany,Europe,1964-12-13
578439,Male,Stefan Bader,Nassenfels,BY,Freistaat Bayern,85128,Germany,Europe,1995-02-09
578579,Male,Peter Fuchs,Weißenfels,ST,Sachsen-Anhalt,6652,Germany,Europe,1959-09-16
578608,Male,Sven Pabst,Itzehoe,SH,Schleswig-Holstein,25506,Germany,Europe,1971-03-04
578721,Male,Eric Krueger,Anzing,BY,Freistaat Bayern,85644,Germany,Europe,1950-12-29
578764,Female,Franziska Eggers,Dettingen,BW,Baden-Württemberg,88451,Germany,Europe,1965-05-29
578888,Male,Sebastian Baier,Frammersbach,BY,Freistaat Bayern,97830,Germany,Europe,1947-04-02
578922,Female,Laura Hoffmann,Untermeitingen,BY,Freistaat Bayern,86837,Germany,Europe,1995-01-18
579026,Male,Alexander Fenstermacher,Augustusburg,SN,Freistaat Sachsen,9573,Germany,Europe,1996-05-19
579037,Male,Jonas Weissmuller,Hamburg Lohbrügge,HH,Hamburg,21033,Germany,Europe,2000-06-12
579141,Male,Lucas Beich,Hamburg Ottensen,HH,Hamburg,22765,Germany,Europe,1999-02-11
579165,Female,Sophia Daecher,Bischofswiesen,BY,Freistaat Bayern,83483,Germany,Europe,1940-01-12
579195,Female,Christine Daecher,Andisleben,TH,Freistaat Thüringen,99189,Germany,Europe,1942-10-18
579293,Female,Sabine Kortig,Schiltberg,BY,Freistaat Bayern,86576,Germany,Europe,1974-03-29
579330,Female,Christin Fenstermacher,Grönenbach,BY,Freistaat Bayern,87728,Germany,Europe,1971-08-25
579463,Male,Steffen Eberhardt,Bubenheim,RP,Rheinland-Pfalz,55270,Germany,Europe,1971-05-07
579567,Female,Uta Nadel,Dortmund,NW,Nordrhein-Westfalen,44147,Germany,Europe,1994-09-01
579674,Male,Dieter König,Pfronstetten,BW,Baden-Württemberg,72539,Germany,Europe,1941-01-14
579757,Female,Michelle Hahn,Helmstadt-Bargen,BW,Baden-Württemberg,74921,Germany,Europe,1959-06-27
579875,Male,Lucas Koenig,Münster,NW,Nordrhein-Westfalen,48165,Germany,Europe,1969-03-07
579944,Female,Barbara Fassbinder,Adamshof,MV,Mecklenburg-Vorpommern,17091,Germany,Europe,1964-09-21
579994,Female,Martina Foerster,Dietersheim,BY,Freistaat Bayern,91463,Germany,Europe,1971-03-02
580026,Male,Maximilian Meyer,Freyung,BY,Freistaat Bayern,94074,Germany,Europe,1961-09-03
580116,Female,Marie Schultz,Hildburghausen,TH,Freistaat Thüringen,98642,Germany,Europe,1982-12-09
580291,Male,Paul Bach,Wilhelmsfeld,BW,Baden-Württemberg,69259,Germany,Europe,1979-01-24
580348,Female,Melanie Hoffmann,Atzelgift,RP,Rheinland-Pfalz,57629,Germany,Europe,1939-04-10
580536,Female,Katja Meyer,Kalbe,ST,Sachsen-Anhalt,39621,Germany,Europe,1935-03-14
580600,Male,Uwe Werfel,Koblenz Pfaffendorfer-Höhe,RP,Rheinland-Pfalz,56076,Germany,Europe,1964-07-06
580710,Male,Paul Metzger,Selzen,RP,Rheinland-Pfalz,55278,Germany,Europe,1939-07-07
580881,Male,Eric Lehmann,Fischbach,RP,Rheinland-Pfalz,67693,Germany,Europe,1973-07-04
581047,Female,Michelle Osterhagen,Cottbus,BB,Brandenburg,3007,Germany,Europe,1965-10-17
581252,Male,Kevin Schmitt,Frauenneuharting,BY,Freistaat Bayern,83553,Germany,Europe,1976-08-23
581404,Female,Franziska Fischer,Steinhöring,BY,Freistaat Bayern,85643,Germany,Europe,1993-07-29
581463,Female,Sophie Unger,Berlin Reinickendorf,BE,Berlin,13409,Germany,Europe,1937-03-03
581757,Female,Michelle Krüger,Hamburg Klostertor,HH,Hamburg,20097,Germany,Europe,1948-11-29
581789,Male,Patrick Sankt,Ringstedt,NI,Niedersachsen,27624,Germany,Europe,1998-11-12
581794,Male,Christian Muller,Dierscheid,RP,Rheinland-Pfalz,54523,Germany,Europe,1967-11-10
581812,Male,David Dietrich,Reimerath,RP,Rheinland-Pfalz,53539,Germany,Europe,1996-04-23
581940,Female,Stephanie Ritter,Steineroth,RP,Rheinland-Pfalz,57518,Germany,Europe,1948-09-18
582004,Male,Marko Bohm,Berlin Hohenschönhausen,BE,Berlin,13057,Germany,Europe,1993-07-14
582259,Female,Leonie Mayer,Tirschenreuth,BY,Freistaat Bayern,95637,Germany,Europe,1937-07-14
582375,Male,Thorsten Bürger,Münchberg,BY,Freistaat Bayern,95205,Germany,Europe,1999-03-16
582423,Male,Niklas Kuefer,Fleckeby,SH,Schleswig-Holstein,24355,Germany,Europe,1994-07-15
582521,Female,Maria Barth,München,BY,Freistaat Bayern,81927,Germany,Europe,1970-09-06
582654,Male,Sven Neumann,Althof,MV,Mecklenburg-Vorpommern,18209,Germany,Europe,1963-02-28
582761,Male,Paul Kuster,Ascheberg,SH,Schleswig-Holstein,24326,Germany,Europe,1979-01-17
582819,Male,Marko Burger,Dorstadt,NI,Niedersachsen,38312,Germany,Europe,1937-11-08
582917,Female,Sarah Bosch,Duderstadt,NI,Niedersachsen,37115,Germany,Europe,1961-03-16
582975,Female,Kathrin Dietrich,Frohnhofen,RP,Rheinland-Pfalz,66903,Germany,Europe,1975-11-30
583424,Female,Ute Winkel,Hisel,RP,Rheinland-Pfalz,54646,Germany,Europe,1990-11-01
583886,Male,Daniel Faerber,Perkam,BY,Freistaat Bayern,94368,Germany,Europe,1953-04-19
584064,Male,Philipp Abt,Hamburg Lurup,HH,Hamburg,22547,Germany,Europe,1957-08-27
584095,Male,Markus Duerr,Darmstadt,HE,Hessen,64297,Germany,Europe,1936-10-12
584186,Female,Gabriele König,Heilbach,RP,Rheinland-Pfalz,54673,Germany,Europe,1980-11-10
584225,Male,Kristian Wirth,Kyritz,BB,Brandenburg,16856,Germany,Europe,1949-09-22
584350,Female,Kathrin Maurer,Ingolstadt,BY,Freistaat Bayern,85017,Germany,Europe,1973-10-21
584429,Male,Andreas Hoch,Hamburg Osdorf,HH,Hamburg,22547,Germany,Europe,1989-09-23
584463,Female,Sandra Köhler,Hamburg Wandsbek,HH,Hamburg,22041,Germany,Europe,1999-07-19
584719,Female,Sophie Hartmann,Scheuern,RP,Rheinland-Pfalz,54673,Germany,Europe,1963-10-12
584796,Female,Yvonne Fruehauf,Hamburg Sankt Pauli,HH,Hamburg,20355,Germany,Europe,1949-04-02
584827,Male,Mathias Brandt,Iffeldorf,BY,Freistaat Bayern,82393,Germany,Europe,1970-02-07
584863,Male,Stephan Schulz,Berlin Treptow,BE,Berlin,12435,Germany,Europe,1964-11-09
584893,Male,Tobias Wagner,Bad Feilnbach,BY,Freistaat Bayern,83075,Germany,Europe,1993-01-30
584901,Male,Kristian Amsel,Rellingen,SH,Schleswig-Holstein,25454,Germany,Europe,1935-12-04
585202,Male,Martin Moeller,Rühen,NI,Niedersachsen,38471,Germany,Europe,1990-04-27
585492,Male,Paul Gloeckner,Düsseldorf Hassels,NW,Nordrhein-Westfalen,40597,Germany,Europe,2001-03-19
585500,Female,Doreen Richter,Brunsbüttel,SH,Schleswig-Holstein,25541,Germany,Europe,1976-10-25
585505,Male,Tobias Diederich,Stein-Bockenheim,RP,Rheinland-Pfalz,55599,Germany,Europe,1993-04-11
585598,Female,Marina Lehrer,Halberstadt,ST,Sachsen-Anhalt,38820,Germany,Europe,1945-07-30
585610,Female,Christine Köhler,Ransbach-Baumbach,RP,Rheinland-Pfalz,56235,Germany,Europe,1972-04-22
585968,Female,Ulrike Braun,Stahlhofen,RP,Rheinland-Pfalz,56412,Germany,Europe,1945-09-11
586005,Male,Florian Freud,Petershausen,BY,Freistaat Bayern,85238,Germany,Europe,1981-09-29
586057,Female,Anja Fruehauf,Raumbach,RP,Rheinland-Pfalz,55592,Germany,Europe,1961-08-16
586087,Female,Susanne Amsel,Düsseldorf Friedrichstadt,NW,Nordrhein-Westfalen,40217,Germany,Europe,1988-11-01
586218,Female,Ursula Fink,Uhldingen-Mühlhofen,BW,Baden-Württemberg,88690,Germany,Europe,1979-01-07
586442,Male,Jonas Sanger,Kiel,SH,Schleswig-Holstein,24154,Germany,Europe,2001-05-12
586687,Female,Leonie Pfeiffer,Osterspai,RP,Rheinland-Pfalz,56340,Germany,Europe,1993-07-07
587457,Female,Lisa Hoch,Bleialf,RP,Rheinland-Pfalz,54608,Germany,Europe,2000-09-02
587501,Male,Lucas Schwartz,Hermersberg,RP,Rheinland-Pfalz,66919,Germany,Europe,1982-06-04
587649,Female,Kristin Oster,Kreimbach-Kaulbach,RP,Rheinland-Pfalz,67757,Germany,Europe,1956-09-26
587703,Male,Kevin Gaertner,Blankenburg,ST,Sachsen-Anhalt,38881,Germany,Europe,1945-10-26
587854,Male,Tobias Fried,München,BY,Freistaat Bayern,81614,Germany,Europe,1995-08-19
587891,Female,Uta Baer,Wolfen,ST,Sachsen-Anhalt,6755,Germany,Europe,1987-12-03
587974,Female,Julia Wurfel,Leipzig,SN,Freistaat Sachsen,4317,Germany,Europe,1958-06-05
588045,Female,Andrea Schultheiss,Burgoberbach,BY,Freistaat Bayern,91595,Germany,Europe,1972-07-11
588090,Female,Christine Holtzmann,Würzburg,BY,Freistaat Bayern,97007,Germany,Europe,1985-11-04
588122,Male,Daniel Schroder,Altdorf,BW,Baden-Württemberg,71155,Germany,Europe,1968-11-03
588221,Male,David Kuhn,Stuttgart Feuerbach,BW,Baden-Württemberg,70469,Germany,Europe,1971-05-21
588436,Male,Mathias Kaestner,Münchwald,RP,Rheinland-Pfalz,55595,Germany,Europe,1997-03-20
588547,Female,Anna Baecker,Lübeck,SH,Schleswig-Holstein,23546,Germany,Europe,1993-05-08
588584,Female,Lena Oster,Köln Porz,NW,Nordrhein-Westfalen,51143,Germany,Europe,1963-02-01
588654,Male,Jan Eichel,Erlbach-Kirchberg,SN,Freistaat Sachsen,9385,Germany,Europe,1936-01-05
588748,Female,Johanna Freud,Maisborn,RP,Rheinland-Pfalz,56291,Germany,Europe,1971-09-11
588761,Male,Florian Abend,Pinneberg,SH,Schleswig-Holstein,25412,Germany,Europe,1943-08-04
589021,Female,Michelle Schultheiss,Wismar,MV,Mecklenburg-Vorpommern,23954,Germany,Europe,1960-10-22
589354,Male,Jürgen Kaestner,Leipzig,SN,Freistaat Sachsen,4318,Germany,Europe,1966-05-22
589710,Female,Ines Herrmann,Rielasingen-Worblingen,BW,Baden-Württemberg,78239,Germany,Europe,1946-05-26
589882,Male,Uwe Kluge,Bad Salzuflen Holzhausen,NW,Nordrhein-Westfalen,32107,Germany,Europe,1974-08-04
589984,Male,Tom Koertig,Berlin Wedding,BE,Berlin,13409,Germany,Europe,1939-10-04
590232,Male,Phillipp Furst,Berlin Schöneberg,BE,Berlin,10783,Germany,Europe,1941-10-13
590386,Male,Tom Schiffer,Thum,SN,Freistaat Sachsen,9417,Germany,Europe,1994-09-14
590749,Female,Karin Berg,Fluterschen,RP,Rheinland-Pfalz,57614,Germany,Europe,1988-01-19
590793,Female,Angelika Freytag,Dresden,SN,Freistaat Sachsen,1139,Germany,Europe,1966-10-12
590930,Female,Ursula König,Trier Kernscheid,RP,Rheinland-Pfalz,54296,Germany,Europe,1962-11-08
590943,Female,Jessika Diederich,Münsing,BY,Freistaat Bayern,82539,Germany,Europe,1982-12-21
590960,Male,Stephan Bohm,Dillingen,TH,Freistaat Thüringen,66763,Germany,Europe,1959-08-06
591028,Female,Manuela Burger,Hohenstadt,BW,Baden-Württemberg,73345,Germany,Europe,1979-07-23
591240,Female,Ines Frueh,Königswinter,NW,Nordrhein-Westfalen,53639,Germany,Europe,1947-08-08
591374,Male,Wolfgang Unger,Wiesbaden,HE,Hessen,65197,Germany,Europe,1975-05-30
591678,Male,Klaus Furst,Röhrmoos,BY,Freistaat Bayern,85243,Germany,Europe,1992-12-18
591804,Female,Brigitte Braun,Sangerhausen,ST,Sachsen-Anhalt,6512,Germany,Europe,1976-09-10
591906,Male,Mario Gerber,Ingolstadt,BY,Freistaat Bayern,85053,Germany,Europe,1980-05-24
592147,Male,Martin Hartmann,Altenmoor,SH,Schleswig-Holstein,25335,Germany,Europe,1985-04-18
592229,Female,Leonie Lehmann,Obertraubling,BY,Freistaat Bayern,93083,Germany,Europe,1939-06-12
593068,Female,Ute Kruger,Hagermarsch,NI,Niedersachsen,26524,Germany,Europe,1956-01-16
593404,Male,Bernd Kortig,Memmelsdorf,BY,Freistaat Bayern,96117,Germany,Europe,1983-03-04
593774,Male,Luca Holtzmann,Pleidelsheim,BW,Baden-Württemberg,74385,Germany,Europe,1942-01-02
593904,Female,Petra Schiffer,Hötensleben,ST,Sachsen-Anhalt,39391,Germany,Europe,1976-03-18
594060,Female,Petra Fassbinder,Norderstedt,SH,Schleswig-Holstein,22844,Germany,Europe,1988-08-19
