Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,Name,City,State Code,State_x,Zip Code,Country_x,Continent,Birthday,Country_y,State_y,Square Meters,Open Date,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category
971007,4,8/28/2017,8/30/2017,2023998,0,54,3,USD,Male,Wilgot Abrahamsson,Ocala,FL,Florida,34471,United States,North America,1957-03-28,Online,Online,1347.5,2010-01-01,WWI 4GB Video Recording Pen X200 Red,Wide World Importers,Red,98.07,296.0,104,Recording Pen,1,Audio
971007,5,8/28/2017,8/30/2017,2023998,0,442,1,USD,Male,Wilgot Abrahamsson,Ocala,FL,Florida,34471,United States,North America,1957-03-28,Online,Online,1347.5,2010-01-01,WWI Desktop PC1.80 E1801 Silver,Wide World Importers,Silver,137.6,269.9,303,Desktops,3,Computers
971007,6,8/28/2017,8/30/2017,2023998,0,98,4,USD,Male,Wilgot Abrahamsson,Ocala,FL,Florida,34471,United States,North America,1957-03-28,Online,Online,1347.5,2010-01-01,WWI Wireless Bluetooth Stereo Headphones M170 Silver,Wide World Importers,Silver,55.18,120.0,106,Bluetooth Headphones,1,Audio
972000,1,8/29/2017,8/31/2017,2075723,0,1009,1,USD,Female,Heloise Labelle,Lincoln,NE,Nebraska,68501,United States,North America,1973-02-28,Online,Online,1347.5,2010-01-01,A. Datum Advanced Digital Camera M300 Orange,A. Datum,Orange,86.68,188.5,401,Digital Cameras,4,Cameras and camcorders
972000,2,8/29/2017,8/31/2017,2075723,0,472,2,USD,Female,Heloise Labelle,Lincoln,NE,Nebraska,68501,United States,North America,1973-02-28,Online,Online,1347.5,2010-01-01,Proseware CRT19 E201 Black,Proseware,Black,35.18,69.0,304,Monitors,3,Computers
972000,3,8/29/2017,8/31/2017,2075723,0,2106,3,USD,Female,Heloise Labelle,Lincoln,NE,Nebraska,68501,United States,North America,1973-02-28,Online,Online,1347.5,2010-01-01,Contoso Water Heater 4.3GPM M1250 Grey,Contoso,Grey,403.53,877.5,804,Water Heaters,8,Home Appliances
972007,1,8/29/2017,9/5/2017,1378700,0,1154,7,USD,Female,Alison Hansen,Houston,TX,Texas,77032,United States,North America,1956-05-01,Online,Online,1347.5,2010-01-01,"Fabrikam Trendsetter 1/3"" 8.5mm X200 Blue",Fabrikam,Blue,330.66,998.0,405,Camcorders,4,Cameras and camcorders
972007,2,8/29/2017,9/5/2017,1378700,0,1007,2,USD,Female,Alison Hansen,Houston,TX,Texas,77032,United States,North America,1956-05-01,Online,Online,1347.5,2010-01-01,A. Datum Consumer Digital Camera E100 Orange,A. Datum,Orange,143.26,281.0,401,Digital Cameras,4,Cameras and camcorders
972007,3,8/29/2017,9/5/2017,1378700,0,425,1,USD,Female,Alison Hansen,Houston,TX,Texas,77032,United States,North America,1956-05-01,Online,Online,1347.5,2010-01-01,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Black,188.13,369.0,303,Desktops,3,Computers
972007,4,8/29/2017,9/5/2017,1378700,0,85,3,USD,Female,Alison Hansen,Houston,TX,Texas,77032,United States,North America,1956-05-01,Online,Online,1347.5,2010-01-01,NT Wireless Bluetooth Stereo Headphones M402 Green,Northwind Traders,Green,45.98,99.99,106,Bluetooth Headphones,1,Audio
973002,1,8/30/2017,9/4/2017,220463,0,1653,6,CAD,Female,Tracey Wenzel,Edmonton,AB,Alberta,T2P 3Z3,Canada,North America,1947-05-08,Online,Online,1347.5,2010-01-01,Contoso DVD 7-Inch Player Portable E200 Silver,Contoso,Silver,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books"
973002,2,8/30/2017,9/4/2017,220463,0,210,2,CAD,Female,Tracey Wenzel,Edmonton,AB,Alberta,T2P 3Z3,Canada,North America,1947-05-08,Online,Online,1347.5,2010-01-01,Litware Home Theater System 2.1 Channel E210 Silver,Litware,Silver,152.44,299.0,203,Home Theater System,2,TV and Video
973002,3,8/30/2017,9/4/2017,220463,0,97,1,CAD,Female,Tracey Wenzel,Edmonton,AB,Alberta,T2P 3Z3,Canada,North America,1947-05-08,Online,Online,1347.5,2010-01-01,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Green,34.36,67.4,106,Bluetooth Headphones,1,Audio
974000,1,8/31/2017,9/8/2017,2039796,0,150,2,USD,Male,Cupido Portillo,Pittsburgh,PA,Pennsylvania,15219,United States,North America,1949-08-14,Online,Online,1347.5,2010-01-01,"Adventure Works 40"" LCD HDTV M690 Black",Adventure Works,Black,392.6,1184.97,201,Televisions,2,TV and Video
974000,2,8/31/2017,9/8/2017,2039796,0,46,2,USD,Male,Cupido Portillo,Pittsburgh,PA,Pennsylvania,15219,United States,North America,1949-08-14,Online,Online,1347.5,2010-01-01,WWI 1GB Pulse Smart pen E50 White,Wide World Importers,White,76.45,149.95,104,Recording Pen,1,Audio
974000,3,8/31/2017,9/8/2017,2039796,0,89,7,USD,Male,Cupido Portillo,Pittsburgh,PA,Pennsylvania,15219,United States,North America,1949-08-14,Online,Online,1347.5,2010-01-01,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Northwind Traders,Blue,49.69,149.99,106,Bluetooth Headphones,1,Audio
974003,1,8/31/2017,9/6/2017,1821386,0,70,1,USD,Female,Stephanie Orozco,Scott City,KS,Kansas,67871,United States,North America,1942-01-05,Online,Online,1347.5,2010-01-01,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Silver,22.05,47.95,106,Bluetooth Headphones,1,Audio
974004,1,8/31/2017,9/1/2017,1170755,0,419,1,GBP,Male,Luca Brady,EASTRINGTON,East Riding of Yorkshire,East Riding of Yorkshire,DN14 5QL,United Kingdom,Europe,1943-02-19,Online,Online,1347.5,2010-01-01,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Silver,188.13,369.0,303,Desktops,3,Computers
974004,2,8/31/2017,9/1/2017,1170755,0,1584,4,GBP,Male,Luca Brady,EASTRINGTON,East Riding of Yorkshire,East Riding of Yorkshire,DN14 5QL,United Kingdom,Europe,1943-02-19,Online,Online,1347.5,2010-01-01,SV DVD 38 DVD Storage Binder E25 Black,Southridge Video,Black,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books"
974004,3,8/31/2017,9/1/2017,1170755,0,1284,1,GBP,Male,Luca Brady,EASTRINGTON,East Riding of Yorkshire,East Riding of Yorkshire,DN14 5QL,United Kingdom,Europe,1943-02-19,Online,Online,1347.5,2010-01-01,Contoso Mini Battery Charger Kit E320 Black,Contoso,Black,12.74,24.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders
974004,4,8/31/2017,9/1/2017,1170755,0,1592,2,GBP,Male,Luca Brady,EASTRINGTON,East Riding of Yorkshire,East Riding of Yorkshire,DN14 5QL,United Kingdom,Europe,1943-02-19,Online,Online,1347.5,2010-01-01,SV DVD 48 DVD Storage Binder M50 Red,Southridge Video,Red,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books"
974006,1,8/31/2017,9/6/2017,639758,0,1651,1,EUR,Female,NoÃÂ©mi Pitre,AUXERRE,BO,Bourgogne,89000,France,Europe,1980-01-10,Online,Online,1347.5,2010-01-01,Contoso DVD 9-Inch Player Portable M300 Silver,Contoso,Silver,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books"
974007,1,8/31/2017,9/6/2017,1486720,0,1837,3,USD,Female,Whitney Black,Lovell,WY,Wyoming,82431,United States,North America,1977-12-30,Online,Online,1347.5,2010-01-01,Litware Washer & Dryer 27in L420 Blue,Litware,Blue,878.66,2652.0,801,Washers & Dryers,8,Home Appliances
974007,2,8/31/2017,9/6/2017,1486720,0,126,4,USD,Female,Whitney Black,Lovell,WY,Wyoming,82431,United States,North America,1977-12-30,Online,Online,1347.5,2010-01-01,"Adventure Works 19"" Color Digital TV E35 Black",Adventure Works,Black,73.11,143.4,201,Televisions,2,TV and Video
974007,3,8/31/2017,9/6/2017,1486720,0,2026,1,USD,Female,Whitney Black,Lovell,WY,Wyoming,82431,United States,North America,1977-12-30,Online,Online,1347.5,2010-01-01,Litware Microwave 2.2CuFt M125 Silver,Litware,Silver,91.97,199.99,803,Microwaves,8,Home Appliances
974007,4,8/31/2017,9/6/2017,1486720,0,1591,10,USD,Female,Whitney Black,Lovell,WY,Wyoming,82431,United States,North America,1977-12-30,Online,Online,1347.5,2010-01-01,SV DVD 55DVD Storage Binder M56 Silver,Southridge Video,Silver,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books"
974007,5,8/31/2017,9/6/2017,1486720,0,2279,1,USD,Female,Whitney Black,Lovell,WY,Wyoming,82431,United States,North America,1977-12-30,Online,Online,1347.5,2010-01-01,Proseware Floor Lamp M0215 White,Proseware,White,155.89,339.0,806,Lamps,8,Home Appliances
974008,1,8/31/2017,9/4/2017,1214063,0,2162,2,USD,Female,Joyce Felten,Buffalo,NY,New York,14202,United States,North America,1972-11-04,Online,Online,1347.5,2010-01-01,Adventure Works Coffee Maker 5C E090 Grey,Adventure Works,Grey,75.96,149.0,805,Coffee Machines,8,Home Appliances
975001,1,9/1/2017,9/6/2017,1472632,0,2385,1,USD,Male,Jeremy Doe,Los Angeles,CA,California,90071,United States,North America,1951-04-10,Online,Online,1347.5,2010-01-01,Proseware Air conditioner 10000BTU M490 White,Proseware,White,197.74,429.99,807,Air Conditioners,8,Home Appliances
975009,1,9/1/2017,9/4/2017,1855974,0,1733,3,USD,Male,Toney Taylor,Franklin,MA,Massachusetts,2038,United States,North America,1985-04-22,Online,Online,1347.5,2010-01-01,MGS Halo: Combat Evolved E109,Tailspin Toys,Silver,11.62,22.79,702,Download Games,7,Games and Toys
976008,1,9/2/2017,9/9/2017,92275,0,443,6,AUD,Female,Scarlett Griffen,WILLINA,NSW,New South Wales,2423,Australia,Australia,1982-04-03,Online,Online,1347.5,2010-01-01,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Silver,160.49,349.0,303,Desktops,3,Computers
976008,2,9/2/2017,9/9/2017,92275,0,1288,2,AUD,Female,Scarlett Griffen,WILLINA,NSW,New South Wales,2423,Australia,Australia,1982-04-03,Online,Online,1347.5,2010-01-01,Contoso Genuine Leather Grip Belt E322 Silver,Contoso,Silver,39.76,77.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders
976009,1,9/2/2017,9/7/2017,76714,0,1542,1,AUD,Male,Jasper Garvin,COBAR,NSW,New South Wales,2835,Australia,Australia,1958-10-29,Online,Online,1347.5,2010-01-01,The Phone Company PDA Phone 3.7 inches M340 Silver,The Phone Company,Silver,151.76,330.0,504,Smart phones & PDAs,5,Cell phones
976010,1,9/2/2017,9/9/2017,935406,0,1653,4,GBP,Female,Sophie Webster,ROTTINGTON,Copeland,Copeland,CA28 5NR,United Kingdom,Europe,2000-09-16,Online,Online,1347.5,2010-01-01,Contoso DVD 7-Inch Player Portable E200 Silver,Contoso,Silver,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books"
976010,2,9/2/2017,9/9/2017,935406,0,2493,1,GBP,Female,Sophie Webster,ROTTINGTON,Copeland,Copeland,CA28 5NR,United Kingdom,Europe,2000-09-16,Online,Online,1347.5,2010-01-01,Cigarette Lighter Adapter for Contoso Phones E110 Red,Contoso,Red,12.74,24.99,505,Cell phones Accessories,5,Cell phones
976010,3,9/2/2017,9/9/2017,935406,0,1318,2,GBP,Female,Sophie Webster,ROTTINGTON,Copeland,Copeland,CA28 5NR,United Kingdom,Europe,2000-09-16,Online,Online,1347.5,2010-01-01,Contoso 3 Handset Cordless Phone System  E30 Black,Contoso,Black,8.66,16.99,501,Home & Office Phones,5,Cell phones
976011,1,9/2/2017,9/8/2017,933086,0,352,3,GBP,Male,Leo Coleman,ABDON,Shropshire,Shropshire,SY7 0TR,United Kingdom,Europe,1938-09-02,Online,Online,1347.5,2010-01-01,Fabrikam Laptop8.9 E0800 Silver,Fabrikam,Silver,163.15,320.0,301,Laptops,3,Computers
976011,2,9/2/2017,9/8/2017,933086,0,2110,3,GBP,Male,Leo Coleman,ABDON,Shropshire,Shropshire,SY7 0TR,United Kingdom,Europe,1938-09-02,Online,Online,1347.5,2010-01-01,Contoso Water Heater 7.2GPM X1800 Red,Contoso,Red,488.7,1475.0,804,Water Heaters,8,Home Appliances
976011,3,9/2/2017,9/8/2017,933086,0,511,4,GBP,Male,Leo Coleman,ABDON,Shropshire,Shropshire,SY7 0TR,United Kingdom,Europe,1938-09-02,Online,Online,1347.5,2010-01-01,Adventure Works LCD17 E200 White,Adventure Works,White,50.47,99.0,304,Monitors,3,Computers
976016,1,9/2/2017,9/6/2017,1802406,0,1203,1,USD,Male,Jose Berry,Chicago,IL,Illinois,60606,United States,North America,1994-06-02,Online,Online,1347.5,2010-01-01,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,Fabrikam,Grey,324.69,980.0,405,Camcorders,4,Cameras and camcorders
976016,2,9/2/2017,9/6/2017,1802406,0,868,4,USD,Male,Jose Berry,Chicago,IL,Illinois,60606,United States,North America,1994-06-02,Online,Online,1347.5,2010-01-01,Contoso Wireless Laser Mouse M55 Grey,Contoso,Grey,32.19,69.99,308,Computers Accessories,3,Computers
976017,1,9/2/2017,9/7/2017,196921,0,353,2,AUD,Female,Emily Beaumont,TUMBLONG,NSW,New South Wales,2729,Australia,Australia,1971-10-12,Online,Online,1347.5,2010-01-01,Fabrikam Laptop10.1 M0101 Silver,Fabrikam,Silver,196.23,384.9,301,Laptops,3,Computers
976017,2,9/2/2017,9/7/2017,196921,0,510,3,AUD,Female,Emily Beaumont,TUMBLONG,NSW,New South Wales,2729,Australia,Australia,1971-10-12,Online,Online,1347.5,2010-01-01,Adventure Works LCD19W M100 White,Adventure Works,White,82.32,179.0,304,Monitors,3,Computers
976017,3,9/2/2017,9/7/2017,196921,0,2089,3,AUD,Female,Emily Beaumont,TUMBLONG,NSW,New South Wales,2729,Australia,Australia,1971-10-12,Online,Online,1347.5,2010-01-01,Contoso Water Heater 1.5GPM E0800 White,Contoso,White,131.28,257.5,804,Water Heaters,8,Home Appliances
976017,4,9/2/2017,9/7/2017,196921,0,426,2,AUD,Female,Emily Beaumont,TUMBLONG,NSW,New South Wales,2729,Australia,Australia,1971-10-12,Online,Online,1347.5,2010-01-01,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Black,254.86,499.9,303,Desktops,3,Computers
976017,5,9/2/2017,9/7/2017,196921,0,935,2,AUD,Female,Emily Beaumont,TUMBLONG,NSW,New South Wales,2729,Australia,Australia,1971-10-12,Online,Online,1347.5,2010-01-01,SV 4GB Laptop Memory M65 Yellow,Southridge Video,Yellow,36.33,79.0,308,Computers Accessories,3,Computers
978000,1,9/4/2017,9/9/2017,831717,0,1393,7,EUR,Male,Minne Douven,Epe,GE,Gelderland,8162 AZ,Netherlands,Europe,1980-11-13,Online,Online,1347.5,2010-01-01,Contoso In front of Centrex L15 Grey,Contoso,Grey,15.57,46.99,501,Home & Office Phones,5,Cell phones
978002,1,9/4/2017,9/8/2017,956441,0,1516,1,GBP,Male,Harrison Brookes,CODDINGTON,Cheshire West and Chester,Cheshire West and Chester,CH3 4QA,United Kingdom,Europe,1956-10-23,Online,Online,1347.5,2010-01-01,The Phone Company Smart phones 320 x 320 M86 Gold,The Phone Company,Gold,132.44,288.0,504,Smart phones & PDAs,5,Cell phones
978005,1,9/4/2017,9/8/2017,2020068,0,1521,3,USD,Male,Atalo Carvajal,Simi Valley,CA,California,93065,United States,North America,1956-09-24,Online,Online,1347.5,2010-01-01,The Phone Company PDA Wifi 3.7-inch M250 Black,The Phone Company,Black,142.56,310.0,504,Smart phones & PDAs,5,Cell phones
979000,1,9/5/2017,9/7/2017,302755,0,1782,3,CAD,Male,Anthony Buchanan,Guelph,ON,Ontario,N1G 153,Canada,North America,1950-10-03,Online,Online,1347.5,2010-01-01,MGS Zoo Tycoon 2: End Range Species Expansion Pack 2008 E138,Tailspin Toys,Silver,21.92,43.0,702,Download Games,7,Games and Toys
979000,2,9/5/2017,9/7/2017,302755,0,2502,3,CAD,Male,Anthony Buchanan,Guelph,ON,Ontario,N1G 153,Canada,North America,1950-10-03,Online,Online,1347.5,2010-01-01,Contoso Touch Stylus Pen E150 Black,Contoso,Black,5.09,9.99,505,Cell phones Accessories,5,Cell phones
979000,3,9/5/2017,9/7/2017,302755,0,1615,3,CAD,Male,Anthony Buchanan,Guelph,ON,Ontario,N1G 153,Canada,North America,1950-10-03,Online,Online,1347.5,2010-01-01,SV DVD 15-Inch Player Portable L200 White,Southridge Video,White,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books"
979000,4,9/5/2017,9/7/2017,302755,0,1819,8,CAD,Male,Anthony Buchanan,Guelph,ON,Ontario,N1G 153,Canada,North America,1950-10-03,Online,Online,1347.5,2010-01-01,MGS MechWarrior 4: Vengeance 2009 E175,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys
979003,1,9/5/2017,9/11/2017,1780040,0,87,5,USD,Female,Barbara Claytor,Wisconsin Rapids,WI,Wisconsin,54494,United States,North America,1990-04-15,Online,Online,1347.5,2010-01-01,NT Wireless Bluetooth Stereo Headphones M402 Purple,Northwind Traders,Purple,45.98,99.99,106,Bluetooth Headphones,1,Audio
979003,2,9/5/2017,9/11/2017,1780040,0,442,3,USD,Female,Barbara Claytor,Wisconsin Rapids,WI,Wisconsin,54494,United States,North America,1990-04-15,Online,Online,1347.5,2010-01-01,WWI Desktop PC1.80 E1801 Silver,Wide World Importers,Silver,137.6,269.9,303,Desktops,3,Computers
979003,3,9/5/2017,9/11/2017,1780040,0,1999,3,USD,Female,Barbara Claytor,Wisconsin Rapids,WI,Wisconsin,54494,United States,North America,1990-04-15,Online,Online,1347.5,2010-01-01,Fabrikam Microwave 0.9CuFt E0900 Grey,Fabrikam,Grey,50.98,99.99,803,Microwaves,8,Home Appliances
980000,1,9/6/2017,9/7/2017,1247394,0,103,1,USD,Female,Jessica Bell,Council Bluffs,IA,Iowa,51501,United States,North America,1987-06-16,Online,Online,1347.5,2010-01-01,WWI Wireless Bluetooth Stereo Headphones M270 Black,Wide World Importers,Black,52.88,115.0,106,Bluetooth Headphones,1,Audio
981006,1,9/7/2017,9/13/2017,2098223,0,1330,1,USD,Female,Hansine Davidsen,Westerville,OH,Ohio,43081,United States,North America,1987-11-02,Online,Online,1347.5,2010-01-01,Contoso Expandable Cordless Phone System M008 Black,Contoso,Black,10.57,22.99,501,Home & Office Phones,5,Cell phones
981006,2,9/7/2017,9/13/2017,2098223,0,799,8,USD,Female,Hansine Davidsen,Westerville,OH,Ohio,43081,United States,North America,1987-11-02,Online,Online,1347.5,2010-01-01,Contoso Leather Case - case for digital photo camera X20 White,Contoso,White,13.22,39.9,308,Computers Accessories,3,Computers
981010,1,9/7/2017,9/16/2017,1146089,0,1698,2,GBP,Male,Owen Simpson,AMPNEY CRUCIS,Cotswold,Cotswold,GL7 8WW,United Kingdom,Europe,1957-05-26,Online,Online,1347.5,2010-01-01,SV Hand Games for students E40 Red,Southridge Video,Red,3.56,6.99,701,Boxed Games,7,Games and Toys
982002,1,9/8/2017,9/12/2017,892533,0,2102,3,EUR,Male,Marc Muilenburg,Mijdrecht,UT,Utrecht,3643 BJ,Netherlands,Europe,1950-04-25,Online,Online,1347.5,2010-01-01,Contoso Water Heater 4.0GPM M1250 Silver,Contoso,Silver,363.75,791.0,804,Water Heaters,8,Home Appliances
983006,1,9/9/2017,9/11/2017,1042301,0,2494,1,GBP,Male,Finley Birch,SHAVINGTON,Cheshire East,Cheshire East,CW2 5ZR,United Kingdom,Europe,1954-02-08,Online,Online,1347.5,2010-01-01,Reusable Phone Screen Protector E120,Contoso,Transparent,1.5,2.94,505,Cell phones Accessories,5,Cell phones
983006,2,9/9/2017,9/11/2017,1042301,0,48,6,GBP,Male,Finley Birch,SHAVINGTON,Cheshire East,Cheshire East,CW2 5ZR,United Kingdom,Europe,1954-02-08,Online,Online,1347.5,2010-01-01,WWI 1GB Pulse Smart pen E50 Silver,Wide World Importers,Silver,76.45,149.95,104,Recording Pen,1,Audio
983007,1,9/9/2017,9/16/2017,1265271,0,103,7,USD,Male,Kenneth Lavoie,Columbus,OH,Ohio,43215,United States,North America,1980-06-20,Online,Online,1347.5,2010-01-01,WWI Wireless Bluetooth Stereo Headphones M270 Black,Wide World Importers,Black,52.88,115.0,106,Bluetooth Headphones,1,Audio
983015,1,9/9/2017,9/13/2017,2061563,0,2495,2,USD,Male,Gabriel Larsen,Whitestone,NY,New York,11357,United States,North America,1983-02-18,Online,Online,1347.5,2010-01-01,Headphone Adapter for Contoso Phone E130 Black,Contoso,Black,5.09,9.99,505,Cell phones Accessories,5,Cell phones
985004,1,9/11/2017,9/12/2017,311575,0,409,2,CAD,Male,Patrick Vue,Riviere Heva,QC,Quebec,J0Y 2H0,Canada,North America,1949-01-27,Online,Online,1347.5,2010-01-01,Proseware Laptop8.9 E089 Black,Proseware,Black,166.2,326.0,301,Laptops,3,Computers
985004,2,9/11/2017,9/12/2017,311575,0,1571,1,CAD,Male,Patrick Vue,Riviere Heva,QC,Quebec,J0Y 2H0,Canada,North America,1949-01-27,Online,Online,1347.5,2010-01-01,SV DVD Player M100 Black,Southridge Video,Black,26.21,56.99,602,Movie DVD,6,"Music, Movies and Audio Books"
985004,3,9/11/2017,9/12/2017,311575,0,426,3,CAD,Male,Patrick Vue,Riviere Heva,QC,Quebec,J0Y 2H0,Canada,North America,1949-01-27,Online,Online,1347.5,2010-01-01,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Black,254.86,499.9,303,Desktops,3,Computers
985004,4,9/11/2017,9/12/2017,311575,0,93,5,CAD,Male,Patrick Vue,Riviere Heva,QC,Quebec,J0Y 2H0,Canada,North America,1949-01-27,Online,Online,1347.5,2010-01-01,WWI Stereo Bluetooth Headphones E1000 Blue,Wide World Importers,Blue,34.36,67.4,106,Bluetooth Headphones,1,Audio
985004,5,9/11/2017,9/12/2017,311575,0,1497,2,CAD,Male,Patrick Vue,Riviere Heva,QC,Quebec,J0Y 2H0,Canada,North America,1949-01-27,Online,Online,1347.5,2010-01-01,The Phone Company Smart phones Unlocked M300 White,The Phone Company,White,122.78,267.0,504,Smart phones & PDAs,5,Cell phones
985004,6,9/11/2017,9/12/2017,311575,0,443,4,CAD,Male,Patrick Vue,Riviere Heva,QC,Quebec,J0Y 2H0,Canada,North America,1949-01-27,Online,Online,1347.5,2010-01-01,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Silver,160.49,349.0,303,Desktops,3,Computers
986009,1,9/12/2017,9/18/2017,1979129,0,1693,9,USD,Male,Eric Ackerman,San Mateo,CA,California,94403,United States,North America,1948-08-04,Online,Online,1347.5,2010-01-01,SV Hand Games men M30 Black,Southridge Video,Black,3.16,6.88,701,Boxed Games,7,Games and Toys
986009,2,9/12/2017,9/18/2017,1979129,0,2103,6,USD,Male,Eric Ackerman,San Mateo,CA,California,94403,United States,North America,1948-08-04,Online,Online,1347.5,2010-01-01,Contoso Water Heater 2.6GPM E0900 Silver,Contoso,Silver,258.99,508.0,804,Water Heaters,8,Home Appliances
987001,1,9/13/2017,9/16/2017,2054326,0,1374,2,USD,Male,Elijah Ashby,Berkeley,CA,California,94704,United States,North America,1996-08-09,Online,Online,1347.5,2010-01-01,Contoso Phone with Memory Dialing-2 lines E90 White,Contoso,White,8.16,16.0,501,Home & Office Phones,5,Cell phones
987010,1,9/13/2017,9/18/2017,1412880,0,2435,2,USD,Female,Cheri Baxter,Bohemia,NY,New York,11716,United States,North America,1969-12-26,Online,Online,1347.5,2010-01-01,"Litware 14"" High Velocity Floor Fan E801 Silver",Litware,Silver,22.94,44.99,808,Fans,8,Home Appliances
987012,1,9/13/2017,9/16/2017,1773985,0,1261,8,USD,Female,Janet Jackson,Lexington,MA,Massachusetts,2173,United States,North America,1944-01-17,Online,Online,1347.5,2010-01-01,Contoso Multi-Use Terminal Cable E308 White,Contoso,White,18.86,36.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders
988000,1,9/14/2017,9/18/2017,1959045,0,1610,1,USD,Male,AdriÃÂ¡n Collazo,Lexington,NC,North Carolina,27292,United States,North America,1964-06-10,Online,Online,1347.5,2010-01-01,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,Silver,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books"
988000,2,9/14/2017,9/18/2017,1959045,0,456,1,USD,Male,AdriÃÂ¡n Collazo,Lexington,NC,North Carolina,27292,United States,North America,1964-06-10,Online,Online,1347.5,2010-01-01,WWI Desktop PC2.30 M2300 White,Wide World Importers,White,257.06,559.0,303,Desktops,3,Computers
988006,1,9/14/2017,9/18/2017,1678823,0,1340,2,USD,Female,Carolyn Lewis,El Toro,CA,California,92630,United States,North America,1998-06-21,Online,Online,1347.5,2010-01-01,Contoso Phone with Memory Dialing-single line E88 Black,Contoso,Black,7.23,14.19,501,Home & Office Phones,5,Cell phones
988006,2,9/14/2017,9/18/2017,1678823,0,681,1,USD,Female,Carolyn Lewis,El Toro,CA,California,92630,United States,North America,1998-06-21,Online,Online,1347.5,2010-01-01,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,Proseware,Grey,55.64,121.0,306,"Printers, Scanners & Fax",3,Computers
988006,3,9/14/2017,9/18/2017,1678823,0,2109,1,USD,Female,Carolyn Lewis,El Toro,CA,California,92630,United States,North America,1998-06-21,Online,Online,1347.5,2010-01-01,Contoso Water Heater 1.5GPM E0800 Grey,Contoso,Grey,131.28,257.5,804,Water Heaters,8,Home Appliances
989001,1,9/15/2017,9/19/2017,376933,0,1610,8,CAD,Female,Stephanie Nolan,Grande Cache,AB,Alberta,T0E 0Y0,Canada,North America,1951-09-21,Online,Online,1347.5,2010-01-01,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,Silver,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books"
989001,2,9/15/2017,9/19/2017,376933,0,1555,3,CAD,Female,Stephanie Nolan,Grande Cache,AB,Alberta,T0E 0Y0,Canada,North America,1951-09-21,Online,Online,1347.5,2010-01-01,The Phone Company PDA GPS Phone 4.7 inch L950 Silver,The Phone Company,Silver,121.93,368.0,504,Smart phones & PDAs,5,Cell phones
989001,3,9/15/2017,9/19/2017,376933,0,1673,2,CAD,Female,Stephanie Nolan,Grande Cache,AB,Alberta,T0E 0Y0,Canada,North America,1951-09-21,Online,Online,1347.5,2010-01-01,MGS Hand Games for kids E300 Red,Tailspin Toys,Red,2.8,5.5,701,Boxed Games,7,Games and Toys
989001,4,9/15/2017,9/19/2017,376933,0,1157,2,CAD,Female,Stephanie Nolan,Grande Cache,AB,Alberta,T0E 0Y0,Canada,North America,1951-09-21,Online,Online,1347.5,2010-01-01,"Fabrikam Independent Filmmaker 1/2"" 3mm X300 Orange",Fabrikam,Orange,523.49,1580.0,405,Camcorders,4,Cameras and camcorders
989001,5,9/15/2017,9/19/2017,376933,0,1656,5,CAD,Female,Stephanie Nolan,Grande Cache,AB,Alberta,T0E 0Y0,Canada,North America,1951-09-21,Online,Online,1347.5,2010-01-01,Contoso DVD 9-Inch Player Portable M300 White,Contoso,White,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books"
989001,6,9/15/2017,9/19/2017,376933,0,2492,1,CAD,Female,Stephanie Nolan,Grande Cache,AB,Alberta,T0E 0Y0,Canada,North America,1951-09-21,Online,Online,1347.5,2010-01-01,Cigarette Lighter Adapter for Contoso Phones E110 White,Contoso,White,12.74,24.99,505,Cell phones Accessories,5,Cell phones
